rating,waktu,text_clean,text_preprocessed
5,2022-06-23 10:46:32,semenjak pakai pln mobile semuanya menjadi mudah pelanggan yang laporan gangguan langsung di kerjakan petugas dan tidak sampai menit sampai ke rumah tidak dikenakan biaya apapun serba gratis petugas yg datang sangat ramah dan profesional terimakasih pln mobile,"['semenjak', 'pakai', 'pln', 'mobile', 'mudah', 'langgan', 'lapor', 'ganggu', 'langsung', 'kerja', 'tugas', 'menit', 'rumah', 'kena', 'biaya', 'apa', 'serba', 'gratis', 'tugas', 'yg', 'ramah', 'profesional', 'terimakasih', 'pln', 'mobile']"
5,2022-06-23 10:10:00,mantaaaap dgn aplikasi plnmobile saya dapat melakukan aktifitas dgn fitur yg ada sesuai dgn keinginan saya   genggaman,"['mantaaaap', 'dgn', 'aplikasi', 'plnmobile', 'aktifitas', 'dgn', 'fitur', 'yg', 'sesuai', 'dgn', 'genggam']"
5,2022-06-23 07:53:38,sangat membantu electrizen untuk mempermudah mendapat pelayanan kelistrikan terus upgrade menjadi lebih cepat dan informatif,"['bantu', 'electrizen', 'mudah', 'layan', 'listrik', 'upgrade', 'cepat', 'informatif']"
1,2022-06-23 07:46:46,sering update tetapi semakin diupdate bukan semakin bagus malah semakin banyak kendalaapa tidak dicoba dulu kalau update aplikasi,"['update', 'diupdate', 'bagus', 'kendalaapa', 'coba', 'update', 'aplikasi']"
1,2022-06-23 06:57:36,ga tau fungsinya apa ni aps aneh  komplain ga bisa diketik apa cuma di hp saya yg ga bisa jdi saya harus ngetik di note dulu terus copy terus tempel di kolom chat,"['ga', 'tau', 'fungsi', 'ni', 'aps', 'aneh', 'komplain', 'ga', 'ketik', 'hp', 'yg', 'ga', 'jdi', 'ngetik', 'note', 'copy', 'tempel', 'kolom', 'chat']"
3,2022-06-23 04:10:43,untuk pilihan token nya memang ada yang paling murah itu sangat membantuakan tetapi upgrade dan sudah foto ktp untuk verifikasi saldo sampai saat ini belum terverifikasipadahal sudah  kali foto ktpmohon di perbaiki ykarena dengan aplikasi ini dengan harga yang sangat murah itu adasungguh sangat membantuterima kasih buat aplikasi pln mobile mohon di tingkat kan pelayanan nya,"['pilih', 'token', 'nya', 'murah', 'membantuakan', 'upgrade', 'foto', 'ktp', 'verifikasi', 'saldo', 'terverifikasipadahal', 'kali', 'foto', 'ktpmohon', 'baik', 'ykarena', 'aplikasi', 'harga', 'murah', 'adasungguh', 'membantuterima', 'kasih', 'aplikasi', 'pln', 'mobile', 'mohon', 'tingkat', 'layan', 'nya']"
1,2022-06-23 01:45:57,udah bayar tapi keterangannya menunggu pembayaran mulu ngubungin cs udah lama nungguin dan on terus malah udah ngirim keluhan dan centang tapi katanya ga aktif emang jelek ni app,"['udah', 'bayar', 'terang', 'tunggu', 'bayar', 'mulu', 'ngubungin', 'cs', 'udah', 'nungguin', 'on', 'udah', 'ngirim', 'keluh', 'centang', 'ga', 'aktif', 'emang', 'jelek', 'ni', 'app']"
1,2022-06-22 23:24:58,proses refaund udah hari ke  belum kembali mau ikutan promo naik daya malah udah gak promo barang udah di batalin eh malah uangnya gak kembalidi chat harus nunggu email tidak ada kepastian waktu tolong proses secepatnya nomer lapor  dimohon dengan sangat bp ibu pln tolong bantu saya saya kasih bintang  klo uang sudah kembali terimakasih,"['proses', 'refaund', 'udah', 'ikut', 'promo', 'daya', 'udah', 'gak', 'promo', 'barang', 'udah', 'batalin', 'eh', 'uang', 'gak', 'kembalidi', 'chat', 'nunggu', 'email', 'pasti', 'tolong', 'proses', 'cepat', 'nomer', 'lapor', 'mohon', 'bp', 'pln', 'tolong', 'bantu', 'kasih', 'bintang', 'klo', 'uang', 'terimakasih']"
5,2022-06-22 21:50:15,sekarang pengaduan gangguan sangat mudah semua sudah tersedia dalam  aplikasi mantab,"['adu', 'ganggu', 'mudah', 'sedia', 'aplikasi', 'mantab']"
5,2022-06-22 20:29:10,sangat membantu untuk keluhan jika listrik padam terkadang juga kurang cepat tindakannya tapi tolong di tinjau lagi kenapa listrik di daerah tanjung jabung barat ini setiap hari pasti listrik mati minimal  jam intinya tiada hari tanpa listrik padam terimakasih,"['bantu', 'keluh', 'listrik', 'padam', 'terkadang', 'cepat', 'tindak', 'tolong', 'tinjau', 'listrik', 'daerah', 'tanjung', 'jabung', 'barat', 'listrik', 'mati', 'minimal', 'jam', 'inti', 'tiada', 'listrik', 'padam', 'terimakasih']"
5,2022-06-22 19:57:57,sy kasi bintang  untuk wilayah pekanbaru penanganan cepat  menit setelah pengaduan petugas langsung datang cukup lengkapi form pengaduan dalam aplikasi dan petugas langsung merespon mantappp,"['sy', 'kasi', 'bintang', 'wilayah', 'pekanbaru', 'tangan', 'cepat', 'menit', 'adu', 'tugas', 'langsung', 'lengkap', 'form', 'adu', 'aplikasi', 'tugas', 'langsung', 'merespon', 'mantappp']"
1,2022-06-22 18:44:57,saat baru daftar berkali di wa utk melakukan pembayaran giliran udh bayar ternyata teknisinya bilang gak bsa pasang giliran minta duit balik prosesnya ribet,"['daftar', 'kali', 'wa', 'utk', 'bayar', 'gilir', 'udh', 'bayar', 'teknisi', 'bilang', 'gak', 'bsa', 'pasang', 'gilir', 'duit', 'proses', 'ribet']"
5,2022-06-22 18:40:03,aplikasi sangat membantu krna bs cek tagihan listrik pasang baru migrasi tambah daya dan pengaduan jg mantap,"['aplikasi', 'bantu', 'krna', 'bs', 'cek', 'tagih', 'listrik', 'pasang', 'migrasi', 'daya', 'adu', 'jg', 'mantap']"
5,2022-06-22 16:18:57,aplikasi yang sangat membantu satu aplikasi dengan berbagai fitur kelistrikan penanganan laporan listrik padam sangat cepat tanggap,"['aplikasi', 'bantu', 'aplikasi', 'fitur', 'listrik', 'tangan', 'lapor', 'listrik', 'padam', 'cepat', 'tanggap']"
3,2022-06-22 14:30:01,tolong dong diupgrade untuk di tambah riwayat penggunaan listrik harian  supaya kita bisa lebih mudah lagi mengontrol penggunaan listrik setiap harinya  terimakasih,"['tolong', 'diupgrade', 'riwayat', 'guna', 'listrik', 'hari', 'mudah', 'kontrol', 'guna', 'listrik', 'hari', 'terimakasih']"
5,2022-06-22 13:33:07,mantap pln lapor gangguan jadi lebih mudah bisa mengetahui harga pasang meteran listrik tambah daya dgn mudah dan terbuka dan ternyata bisa jg belanja keperluan sehari hari loh di market place nya sukses terus pln,"['mantap', 'pln', 'lapor', 'ganggu', 'mudah', 'harga', 'pasang', 'meter', 'listrik', 'daya', 'dgn', 'mudah', 'buka', 'jg', 'belanja', 'perlu', 'hari', 'loh', 'market', 'place', 'nya', 'sukses', 'pln']"
5,2022-06-22 13:23:05,pelayanan sangat ramah cepat ditangani gak perlu ribet dan gak perlu biaya kalau ingin pengaduan masalah ttng pln,"['layan', 'ramah', 'cepat', 'tangan', 'gak', 'ribet', 'gak', 'biaya', 'adu', 'ttng', 'pln']"
1,2022-06-22 13:16:20,aplikasinya kurang bagus  untuk permohonan ubah daya hanya muncul pilihan untuk tambah daya saja sedangkan untuk turun daya tidak ada  aplikasi live chat tidak berfungsi karena tombol keyboard digital nya tidak muncul jadi tidak bisa ketik apapun sampai time out  terlalu berbelitbelit dengan prosedur untuk permohonan penurunan daya giliran naik daya gampang banget harap jangan berbelitbelit tolong diperbaiki,"['aplikasi', 'bagus', 'mohon', 'ubah', 'daya', 'muncul', 'pilih', 'daya', 'turun', 'daya', 'aplikasi', 'live', 'chat', 'fungsi', 'tombol', 'keyboard', 'digital', 'nya', 'muncul', 'ketik', 'apa', 'time', 'out', 'berbelitbelit', 'prosedur', 'mohon', 'turun', 'daya', 'gilir', 'daya', 'gampang', 'banget', 'harap', 'berbelitbelit', 'tolong', 'baik']"
1,2022-06-22 12:02:42,tidak ada perubahan di aplikasi ini saya sudah mendatangi konter pelayanan pln di mpp pekanbarupetugas juga ngak paham mengenai apa yg di tampilkan di aplikasi khususnya tampilan pelaporan pengaduan ganguan listrik padam masih menunjukan data masih kosong lebih bagus aplikasi yg lama bisa buat laporan pengaduan jika ada listrik padam,"['ubah', 'aplikasi', 'konter', 'layan', 'pln', 'mpp', 'pekanbarupetugas', 'ngak', 'paham', 'yg', 'tampil', 'aplikasi', 'tampil', 'lapor', 'adu', 'ganguan', 'listrik', 'padam', 'tunjuk', 'data', 'kosong', 'bagus', 'aplikasi', 'yg', 'lapor', 'adu', 'listrik', 'padam']"
5,2022-06-22 11:14:30,terima kasih pln mobile fitur  fiturnya menarik aksesnya ga ribet pelanggan jadi lebih dipermudah dengan hadirnya aplikasi ini pln mobile kerennya  yang  keren banget semoga makin lengkap,"['terima', 'kasih', 'pln', 'mobile', 'fitur', 'fiturnya', 'tarik', 'akses', 'ga', 'ribet', 'langgan', 'mudah', 'hadir', 'aplikasi', 'pln', 'mobile', 'keren', 'keren', 'banget', 'moga', 'lengkap']"
5,2022-06-22 10:50:24,setelah diupdate aplikasi jadi lebih ringan dan banyak fitur baru yang sangat membantu mantap pln pertahankan,"['diupdate', 'aplikasi', 'ringan', 'fitur', 'bantu', 'mantap', 'pln', 'tahan']"
2,2022-06-22 10:28:33,chat message tidak muncul keyboard  kalau laporan pengaduan status selesai tp riilnya belum mesti tlp ke  tidak ada fitur diaplikasinya selebihnya sudah baik,"['chat', 'message', 'muncul', 'keyboard', 'lapor', 'adu', 'status', 'selesai', 'tp', 'riil', 'mesti', 'tlp', 'fitur', 'aplikasi', 'lebih']"
1,2022-06-22 10:26:49,saya sudah bayar dan ada buktia di apk pln mobile masih ada tagihandan kenapa ada pajak penerangan jalan  ppj  ditagihan saya ppj dibayar oleh pemerintah,"['bayar', 'buktia', 'apk', 'pln', 'mobile', 'tagihandan', 'pajak', 'terang', 'jalan', 'ppj', 'tagih', 'ppj', 'bayar', 'perintah']"
5,2022-06-22 08:45:37,kalau info gangguan jadi mudah ga perlu telp tinggal lihat progresnya di aplikasi,"['info', 'ganggu', 'mudah', 'ga', 'telp', 'tinggal', 'lihat', 'progres', 'aplikasi']"
5,2022-06-22 07:33:30,semua komplit dalam aplikasi pln mobile sangat membantu jika ada permasalahan soal kelistrikan mantap,"['komplit', 'aplikasi', 'pln', 'mobile', 'bantu', 'masalah', 'listrik', 'mantap']"
5,2022-06-21 23:12:25,aplikasi ini sangat membantu saya ketika ada masalah tentang listrik di rumah saya fast respon dari petugas ramah dan santun salut untuk operator dan juga petugas lapangan,"['aplikasi', 'bantu', 'listrik', 'rumah', 'fast', 'respon', 'tugas', 'ramah', 'santun', 'salut', 'operator', 'tugas', 'lapang']"
1,2022-06-21 22:09:54,aplikasi di pilihan pengaduan tidak berjalan dengan baik bukanya mempermudah malah mempersuli pengguna sudah  hari berturut turut saya coba malah gak bisa bisa aplikasi selalu error dan selalu kembali kehalaman utama jika di gunakan,"['aplikasi', 'pilih', 'adu', 'jalan', 'buka', 'mudah', 'suli', 'guna', 'coba', 'gak', 'aplikasi', 'error', 'halaman', 'utama']"
4,2022-06-21 17:39:27,pelayanannya cepat tanggap petugasnya ramah dan baik kerjanya untuk masukan di aplikasi ini pada samsung galaxy a bagian live chat tidak muncul fungsi keyboard jadi gak bisa dipakai selebihnya mantap semangat kakak,"['layan', 'cepat', 'tanggap', 'tugas', 'ramah', 'kerja', 'masuk', 'aplikasi', 'samsung', 'galaxy', 'a', 'live', 'chat', 'muncul', 'fungsi', 'keyboard', 'gak', 'pakai', 'lebih', 'mantap', 'semangat', 'kakak']"
5,2022-06-21 16:26:53,bagus sekali aplikasinya ada pemantau pembayaran tiap bulan pembayaran tagihan jadi lebih mudah juga pilihan alat pembayaran juga banyak semoga lebih baik lagi,"['bagus', 'aplikasi', 'pantau', 'bayar', 'bayar', 'tagih', 'mudah', 'pilih', 'alat', 'bayar', 'moga']"
5,2022-06-21 15:34:06,pln mobile aplikasi yg sangat membantu dalam masalah perlistrikan mau pasang baru tambah daya atau beli token listrik menjadi lebih mudah semangad tingkatkan trus pelayanan dari pln,"['pln', 'mobile', 'aplikasi', 'yg', 'bantu', 'listrik', 'pasang', 'daya', 'beli', 'token', 'listrik', 'mudah', 'semangad', 'tingkat', 'trus', 'layan', 'pln']"
5,2022-06-21 15:28:12,sangat memuaskan  sangat mudah melakukan transaksi pembelian token maupun pembayaran tagihan rekening listrik melakukan laporan pengaduan gangguan pun lebih mudah dan bisa tracking progress laporan,"['muas', 'mudah', 'transaksi', 'beli', 'token', 'bayar', 'tagih', 'rekening', 'listrik', 'lapor', 'adu', 'ganggu', 'mudah', 'tracking', 'progress', 'lapor']"
5,2022-06-21 15:20:25,terbaik nih aplikasi bisa beli token langsung historis beli token juga ada mau laporan gangguan mudah  gerak cepat layanannyamakasih pln,"['baik', 'nih', 'aplikasi', 'beli', 'token', 'langsung', 'historis', 'beli', 'token', 'lapor', 'ganggu', 'mudah', 'gerak', 'cepat', 'layanannyamakasih', 'pln']"
5,2022-06-21 14:58:20,sangat membantu untuk melakukan pembayaran tagihan listrik ataupun pembelian token dan sering tampil notifikasi klo memang ada pemeliharaan gituu seneng deh karna klo pake va bank adminnya murah juga klo di apk ini good job pln,"['bantu', 'bayar', 'tagih', 'listrik', 'beli', 'token', 'tampil', 'notifikasi', 'klo', 'pelihara', 'gituu', 'neng', 'deh', 'karna', 'klo', 'pake', 'va', 'bank', 'adminnya', 'murah', 'klo', 'apk', 'good', 'job', 'pln']"
5,2022-06-21 14:47:11,base on true story   layanan pengaduan gangguan nya sangat bagus  informative  gangguan nya sangat cepat safety first  profesional   aplikasi ini user friendly banget  luar biasa untuk pln semoga semakin jaya,"['base', 'on', 'true', 'story', 'layan', 'adu', 'ganggu', 'nya', 'bagus', 'informative', 'ganggu', 'nya', 'cepat', 'safety', 'first', 'profesional', 'aplikasi', 'user', 'friendly', 'banget', 'pln', 'moga', 'jaya']"
5,2022-06-21 14:44:56,terima kasih sebelumnya dari tim pln padang semalam saya komplain pemadaman listrik akibat trafo meledak alhamdulillah jam  malam sudah menyala lg listrik nya pln cepat tanggap,"['terima', 'kasih', 'tim', 'pln', 'padang', 'malam', 'komplain', 'madam', 'listrik', 'akibat', 'trafo', 'ledak', 'alhamdulillah', 'jam', 'malam', 'nyala', 'lg', 'listrik', 'nya', 'pln', 'cepat', 'tanggap']"
3,2022-06-21 13:36:56,aplikasi awalnya tidak membantu pemasangan iconnet daftar tgl  tidak ada update berhari hingga saya memberi bintang rendah dan membuat petugas menghubungi saya setelah itu baru ada follow up dan dipasang tgl  terima kasih follow up nya ya maka sudah saya rubah ya bintangnya utk appny masih sama perlu dibenahi,"['aplikasi', 'bantu', 'pasang', 'iconnet', 'daftar', 'tgl', 'update', 'hari', 'bintang', 'rendah', 'tugas', 'hubung', 'follow', 'up', 'pasang', 'tgl', 'terima', 'kasih', 'follow', 'up', 'nya', 'ya', 'rubah', 'ya', 'bintang', 'utk', 'appny', 'benah']"
5,2022-06-21 13:32:03,wooow aplikasi nya keren bgt semua informasi tentang pln ada di aplikasi ini nih selain bisa pengaduan gangguan kita juga bisa beli token listrik bayar rekening listrik pasang baru perubahan daya bahkan bisa baca meter mandiri gak rudi deh download aplikasi ini pln mobile luarr biasa,"['wooow', 'aplikasi', 'nya', 'keren', 'bgt', 'informasi', 'pln', 'aplikasi', 'nih', 'adu', 'ganggu', 'beli', 'token', 'listrik', 'bayar', 'rekening', 'listrik', 'pasang', 'ubah', 'daya', 'baca', 'meter', 'mandiri', 'gak', 'rudi', 'deh', 'download', 'aplikasi', 'pln', 'mobile', 'luarr']"
5,2022-06-21 13:09:31,aplikasi yang sangat bagus memumdahkan kita untuk memanagemen kelistrikan bangunan kita memudahkan semua hal tentang kelistrikan pokoknya its the best yang ga download nyeseel,"['aplikasi', 'bagus', 'memumdahkan', 'memanagemen', 'listrik', 'bangun', 'mudah', 'listrik', 'pokok', 'its', 'the', 'best', 'ga', 'download', 'nyeseel']"
2,2022-06-21 13:02:45,setiap mau pengaduan data kosong padahal dulu itu bisa setelah di update malah g bisa jadi males instal app ini,"['adu', 'data', 'kosong', 'update', 'g', 'males', 'instal', 'app']"
5,2022-06-21 12:22:51,aplikasi yang sangat bagus  lancar setiap pembelian token apalagi bebas biaya admin kalo pakai mbanking mandirithe best lah saya suke saya suke,"['aplikasi', 'bagus', 'lancar', 'beli', 'token', 'bebas', 'biaya', 'admin', 'kalo', 'pakai', 'mbanking', 'mandirithe', 'best', 'suke', 'suke']"
5,2022-06-21 10:04:02,mantap mempermudah pelayanan pelanggan pln  sudah komplit fitur nya mudahn bisa lebih renponsip dr sisi tanggapan pelayanan nya,"['mantap', 'mudah', 'layan', 'langgan', 'pln', 'komplit', 'fitur', 'nya', 'mudahn', 'renponsip', 'dr', 'sisi', 'tanggap', 'layan', 'nya']"
4,2022-06-21 09:59:45,baru nyoba pengaduan lewat aplikasi ini pelayanan lumayan cepattp mungkin hrs berproses jg sih cara kerjanya trmkshsemoga kedepannya semakin baik lagi,"['nyoba', 'adu', 'aplikasi', 'layan', 'lumayan', 'cepattp', 'hrs', 'proses', 'jg', 'sih', 'kerja', 'trmkshsemoga', 'depan']"
5,2022-06-21 08:35:21,pengaduan gangguan lebih mudah juga di tanggapi dengan cepat dari pln kupang pelayanan sangat baik terima kasih untuk pelayanannya,"['adu', 'ganggu', 'mudah', 'tanggap', 'cepat', 'pln', 'kupang', 'layan', 'terima', 'kasih', 'layan']"
5,2022-06-21 08:08:09,mantapp sekali aplikasi yg all in oneterpercayadan efektif sangat embantu sekali dalam melayani kebutuhan pelanggan tp kalo boleh kasih saran tersedia doc pdf tutorial penggunaanfungsifungsi dan fiturfitur yang tersedia yang bisa didownload agar langsung dalam aplikasi agar memudahkan pengguna dapat lbih menguaaai penggunaan aplikasi,"['mantapp', 'aplikasi', 'yg', 'all', 'in', 'oneterpercayadan', 'efektif', 'embantu', 'layan', 'butuh', 'langgan', 'tp', 'kalo', 'kasih', 'saran', 'sedia', 'doc', 'pdf', 'tutorial', 'penggunaanfungsifungsi', 'fiturfitur', 'sedia', 'didownload', 'langsung', 'aplikasi', 'mudah', 'guna', 'lbih', 'menguaaai', 'guna', 'aplikasi']"
5,2022-06-21 06:50:32,aplikasi mudah dan sangat membantu serta sangat bermanfaat terus di udate perbaikannya,"['aplikasi', 'mudah', 'bantu', 'manfaat', 'udate', 'baik']"
5,2022-06-21 06:16:55,aplikasinya terus berkembang fiturfitur tambahnya buat mudah kita dalam bertransaksi sudah ada loh info ketersediaan jaringan internet di lokasi anda nah bagi pengguna mobilmotor listrik sdh ada lokasi spklu terdekat tunggu apa lagi ayoo buruan install pln mobile,"['aplikasi', 'kembang', 'fiturfitur', 'mudah', 'transaksi', 'loh', 'info', 'sedia', 'jaring', 'internet', 'lokasi', 'guna', 'mobilmotor', 'listrik', 'sdh', 'lokasi', 'spklu', 'dekat', 'tunggu', 'ayoo', 'buru', 'install', 'pln', 'mobile']"
5,2022-06-21 06:16:08,aplikasinya membantu sekali satu aplikasi untuk banyak fitur yang memang sangat dibutuhkan pembayaran rekening pakai va mandiri juga tanpa admin pelaporan gangguan juga jadi lebih mudah tanpa harus keluar biaya untuk telpon call center,"['aplikasi', 'bantu', 'aplikasi', 'fitur', 'butuh', 'bayar', 'rekening', 'pakai', 'va', 'mandiri', 'admin', 'lapor', 'ganggu', 'mudah', 'biaya', 'telpon', 'call', 'center']"
1,2022-06-21 05:41:30,tolong dong kl memang ada fasilitas internet segera di adakan fasilitasnya harga untuk daerah sy perbulannya jg sdh nampakjgn sampai kelamaan nampang di apk tp bgt kita mau orderdaerah ga tercover,"['tolong', 'kl', 'fasilitas', 'internet', 'adakan', 'fasilitas', 'harga', 'daerah', 'sy', 'bulan', 'jg', 'sdh', 'nampakjgn', 'nampang', 'apk', 'tp', 'bgt', 'orderdaerah', 'ga', 'tercover']"
1,2022-06-20 22:09:43,pengajuan iconnet ribet katanya di bantu percepatan tapi harus ada minimal niat apa tidak anda sebenarnya buat iconnet lama lama jengkel sendiri,"['aju', 'iconnet', 'ribet', 'bantu', 'cepat', 'minimal', 'niat', 'iconnet', 'jengkel']"
2,2022-06-20 19:52:55,untuk bagian pembelian token listrik sangat ndak bagus dan proses nya validasi nya lama transaksi berjalan searah tidak ada link buat klaim pembayaran sudh dibayar tagihan token nya tp statusnya masih menunggu pembayaran untuk link klaim pembayaran tidak ada di aplikasi penyedia token ndak nyampai semenit tolong diperbaiki segera klo mau bersaing dgn aplikasi lain,"['beli', 'token', 'listrik', 'ndak', 'bagus', 'proses', 'nya', 'validasi', 'nya', 'transaksi', 'jalan', 'arah', 'link', 'klaim', 'bayar', 'sudh', 'bayar', 'tagih', 'token', 'nya', 'tp', 'status', 'tunggu', 'bayar', 'link', 'klaim', 'bayar', 'aplikasi', 'sedia', 'token', 'ndak', 'nyampai', 'menit', 'tolong', 'baik', 'klo', 'saing', 'dgn', 'aplikasi']"
5,2022-06-20 18:57:57,lebih mempermudah pelanggantidak harus kekantor terdekatsemua bisa di dlm satu aplikasi pln mobile  terbaik,"['mudah', 'pelanggantidak', 'kantor', 'terdekatsemua', 'dlm', 'aplikasi', 'pln', 'mobile', 'baik']"
5,2022-06-20 18:46:04,alhamdulillah aplikasi dg fiturfitur sangat membantu baik pengaduan ataupun informasi lainya dgn cepat praktis serta efisien terima kasih pln,"['alhamdulillah', 'aplikasi', 'dg', 'fiturfitur', 'bantu', 'adu', 'informasi', 'lai', 'dgn', 'cepat', 'praktis', 'efisien', 'terima', 'kasih', 'pln']"
5,2022-06-20 18:08:49,aplikasi sangat bagus pembayaranpengaduan n pelayanan sangat baguscukup degan  aplikasi semua bisa di lakukan pln mobile memang,"['aplikasi', 'bagus', 'pembayaranpengaduan', 'n', 'layan', 'baguscukup', 'degan', 'aplikasi', 'laku', 'pln', 'mobile']"
1,2022-06-20 17:05:20,awalnya saya pelanggan setia indihome dengan berlangganan wiffi internet hptv  mbps biaya bulan  ribu setelah itu saya dapet brosur internet i connec pln dengan biaya lebih murah untuk paket wiffi  mbps  bulan hanya  makanya saya pindah ke i connec pln ternyata setelah pindah ke i connec ketika ada gangguan wiffi nya keluhan kita tidak di respon beda dengan indihome kalo ada gangguan di komplen via aplikasi my indihome gangguan segera di respon dan langsung bisa di atasi,"['langgan', 'setia', 'indihome', 'langgan', 'wiffi', 'internet', 'hptv', 'mbps', 'biaya', 'ribu', 'dapet', 'brosur', 'internet', 'i', 'connec', 'pln', 'biaya', 'murah', 'paket', 'wiffi', 'mbps', 'pindah', 'i', 'connec', 'pln', 'pindah', 'i', 'connec', 'ganggu', 'wiffi', 'nya', 'keluh', 'respon', 'beda', 'indihome', 'kalo', 'ganggu', 'komplen', 'via', 'aplikasi', 'my', 'indihome', 'ganggu', 'respon', 'langsung', 'atas']"
5,2022-06-20 16:00:05,sangat membantu sangat mudah dalam membantu keperluan kelistrikan mudah beli token mudah pemantauan pemakaian listik,"['bantu', 'mudah', 'bantu', 'perlu', 'listrik', 'mudah', 'beli', 'token', 'mudah', 'pantau', 'pakai', 'listik']"
5,2022-06-20 15:09:29,aplikasinya sangat membantu dn ckup memuaskankarena melalui aplikasi ini saya dpt dg mudah mengetahui tagihan listrik saya stiap bulannyajuga info terbaru dri pln ttg pemadamanpmasangan baru dn promo lainny dr plnsmga kedepan smakin lebih baik lagi,"['aplikasi', 'bantu', 'dn', 'ckup', 'memuaskankarena', 'aplikasi', 'dpt', 'dg', 'mudah', 'tagih', 'listrik', 'stiap', 'bulannyajuga', 'info', 'baru', 'dri', 'pln', 'ttg', 'pemadamanpmasangan', 'dn', 'promo', 'lainny', 'dr', 'plnsmga', 'depan', 'smakin']"
